year,month,day,hour,PM2.5,SO2,CO,RAIN,year_month
2013,11,10,19,65.0,15.0,800.0,0.0,2013-11-01
2013,11,10,20,118.0,16.0,1200.0,0.0,2013-11-01
2013,11,10,21,88.0,16.0,1100.0,0.0,2013-11-01
2013,11,10,22,76.0,20.0,1900.0,0.0,2013-11-01
2013,11,10,23,42.0,11.0,700.0,0.0,2013-11-01
2013,11,11,0,8.0,8.0,300.0,0.0,2013-11-01
2013,11,11,1,3.0,4.0,300.0,0.0,2013-11-01
2013,11,11,2,13.0,10.0,700.0,0.0,2013-11-01
2013,11,11,3,14.0,12.0,800.0,0.0,2013-11-01
2013,11,11,4,14.0,13.0,1000.0,0.0,2013-11-01
2013,11,11,5,17.0,12.0,1100.0,0.0,2013-11-01
2013,11,11,6,13.0,9.0,1000.0,0.0,2013-11-01
2013,11,11,7,17.0,9.0,1200.0,0.0,2013-11-01
2013,11,11,8,26.0,11.0,1700.0,0.0,2013-11-01
2013,11,11,9,28.0,17.0,1500.0,0.0,2013-11-01
2013,11,11,10,21.0,16.0,1000.0,0.0,2013-11-01
2013,11,11,11,48.0,22.0,1200.0,0.0,2013-11-01
2013,11,11,12,48.0,13.0,700.0,0.0,2013-11-01
2013,11,11,13,34.5,14.0,700.0,0.0,2013-11-01
2013,11,11,14,21.0,12.0,700.0,0.0,2013-11-01
2013,11,11,15,35.0,11.0,700.0,0.0,2013-11-01
2013,11,11,16,35.0,11.0,700.0,0.0,2013-11-01
2013,11,11,17,44.0,15.0,800.0,0.0,2013-11-01
2013,11,11,18,62.0,21.0,1200.0,0.0,2013-11-01
2013,11,11,19,74.0,21.0,1300.0,0.0,2013-11-01
2013,11,11,20,85.0,20.0,1400.0,0.0,2013-11-01
2013,11,11,21,100.0,21.0,1600.0,0.0,2013-11-01
2013,11,11,22,102.0,19.0,1900.0,0.0,2013-11-01
2013,11,11,23,114.0,22.0,2200.0,0.0,2013-11-01
2013,11,12,0,120.0,16.0,2300.0,0.0,2013-11-01
2013,11,12,1,88.0,18.0,2300.0,0.0,2013-11-01
2013,11,12,2,85.0,13.0,2500.0,0.0,2013-11-01
2013,11,12,3,90.0,15.0,2000.0,0.0,2013-11-01
2013,11,12,4,83.0,14.0,2100.0,0.0,2013-11-01
2013,11,12,5,77.0,16.0,3100.0,0.0,2013-11-01
2013,11,12,6,72.0,12.0,3400.0,0.0,2013-11-01
2013,11,12,7,74.0,13.0,3400.0,0.0,2013-11-01
2013,11,12,8,77.0,17.0,4000.0,0.0,2013-11-01
2013,11,12,9,71.0,30.0,2900.0,0.0,2013-11-01
2013,11,12,10,38.0,40.0,1800.0,0.0,2013-11-01
2013,11,12,11,29.0,33.0,900.0,0.0,2013-11-01
2013,11,12,12,31.0,24.0,800.0,0.0,2013-11-01
2013,11,12,13,17.0,15.0,500.0,0.0,2013-11-01
2013,11,12,14,23.0,14.0,500.0,0.0,2013-11-01
2013,11,12,15,20.0,14.0,700.0,0.0,2013-11-01
2013,11,12,16,44.0,22.0,700.0,0.0,2013-11-01
2013,11,12,17,53.0,19.0,800.0,0.0,2013-11-01
2013,11,12,18,64.0,20.0,1200.0,0.0,2013-11-01
2013,11,12,19,99.0,27.0,1600.0,0.0,2013-11-01
2013,11,12,20,123.0,32.0,2000.0,0.0,2013-11-01
2013,11,12,21,138.0,30.0,2200.0,0.0,2013-11-01
2013,11,12,22,151.0,30.0,2300.0,0.0,2013-11-01
2013,11,12,23,141.0,33.0,2100.0,0.0,2013-11-01
2013,11,13,0,119.0,32.0,1700.0,0.0,2013-11-01
2013,11,13,1,114.0,28.0,1600.0,0.0,2013-11-01
2013,11,13,2,115.0,24.0,1700.0,0.0,2013-11-01
2013,11,13,3,125.0,18.0,2200.0,0.0,2013-11-01
2013,11,13,4,118.0,14.0,2600.0,0.0,2013-11-01
2013,11,13,5,95.0,17.0,2200.0,0.0,2013-11-01
2013,11,13,6,103.0,17.0,2700.0,0.0,2013-11-01
2013,11,13,7,111.0,20.0,2700.0,0.0,2013-11-01
2013,11,13,8,111.0,24.0,3200.0,0.0,2013-11-01
2013,11,13,9,115.0,36.0,3200.0,0.0,2013-11-01
2013,11,13,10,111.0,42.0,3000.0,0.0,2013-11-01
2013,11,13,11,118.0,51.0,2900.0,0.0,2013-11-01
2013,11,13,12,121.0,66.0,2700.0,0.0,2013-11-01
2013,11,13,13,119.0,78.0,2700.0,0.0,2013-11-01
2013,11,13,14,131.0,78.0,2600.0,0.0,2013-11-01
2013,11,13,15,148.0,78.0,2900.0,0.0,2013-11-01
2013,11,13,16,178.0,75.0,3100.0,0.0,2013-11-01
2013,11,13,17,227.0,72.0,2900.0,0.0,2013-11-01
2013,11,13,18,232.0,64.0,2900.0,0.0,2013-11-01
2013,11,13,19,209.0,48.0,4400.0,0.0,2013-11-01
2013,11,13,20,207.0,45.0,4200.0,0.0,2013-11-01
2013,11,13,21,206.0,44.0,4100.0,0.0,2013-11-01
2013,11,13,22,214.0,39.0,4300.0,0.0,2013-11-01
2013,11,13,23,202.0,36.0,4100.0,0.0,2013-11-01
2013,11,14,0,196.0,34.0,3900.0,0.0,2013-11-01
2013,11,14,1,196.0,28.0,4100.0,0.0,2013-11-01
2013,11,14,2,191.0,21.0,4400.0,0.0,2013-11-01
2013,11,14,3,146.0,22.0,3200.0,0.0,2013-11-01
2013,11,14,4,37.0,22.0,500.0,0.0,2013-11-01
2013,11,14,5,26.0,15.0,500.0,0.0,2013-11-01
2013,11,14,6,24.0,19.0,700.0,0.0,2013-11-01
2013,11,14,7,27.0,15.0,1200.0,0.0,2013-11-01
2013,11,14,8,26.0,11.0,900.0,0.0,2013-11-01
2013,11,14,9,23.0,13.0,700.0,0.0,2013-11-01
2013,11,14,10,23.0,14.0,700.0,0.0,2013-11-01
2013,11,14,11,21.0,12.0,400.0,0.0,2013-11-01
2013,11,14,12,26.0,10.0,400.0,0.0,2013-11-01
2013,11,14,13,22.0,11.0,300.0,0.0,2013-11-01
2013,11,14,14,25.0,11.0,400.0,0.0,2013-11-01
2013,11,14,15,55.0,23.0,800.0,0.0,2013-11-01
2013,11,14,16,74.0,23.0,1000.0,0.0,2013-11-01
2013,11,14,17,71.0,21.0,1200.0,0.0,2013-11-01
2013,11,14,18,86.0,26.0,1600.0,0.0,2013-11-01
2013,11,14,19,97.0,20.0,2300.0,0.0,2013-11-01
2013,11,14,20,98.0,18.0,2500.0,0.0,2013-11-01
2013,11,14,21,117.0,20.0,2900.0,0.0,2013-11-01
2013,11,14,22,117.0,20.0,2300.0,0.0,2013-11-01
2013,11,14,23,86.0,25.0,2200.0,0.0,2013-11-01
2013,11,15,0,59.0,22.0,1400.0,0.0,2013-11-01
2013,11,15,1,45.0,18.0,1400.0,0.0,2013-11-01
2013,11,15,2,44.0,15.0,1100.0,0.0,2013-11-01
2013,11,15,3,37.0,18.0,800.0,0.0,2013-11-01
2013,11,15,4,39.0,17.0,900.0,0.0,2013-11-01
2013,11,15,5,37.0,15.0,1100.0,0.0,2013-11-01
2013,11,15,6,41.0,15.0,1300.0,0.0,2013-11-01
2013,11,15,7,37.0,19.0,1300.0,0.0,2013-11-01
2013,11,15,8,53.0,19.0,1700.0,0.0,2013-11-01
2013,11,15,9,60.0,23.0,2400.0,0.0,2013-11-01
2013,11,15,10,77.0,23.0,3200.0,0.0,2013-11-01
2013,11,15,11,93.0,24.333333333333332,2700.0,0.0,2013-11-01
2013,11,15,12,80.0,25.666666666666668,2000.0,0.0,2013-11-01
2013,11,15,13,65.0,27.0,1400.0,0.0,2013-11-01
2013,11,15,14,63.0,26.0,800.0,0.0,2013-11-01
2013,11,15,15,75.0,28.0,200.0,0.0,2013-11-01
2013,11,15,16,71.0,27.0,150.0,0.0,2013-11-01
2013,11,15,17,74.0,25.0,100.0,0.0,2013-11-01
2013,11,15,18,90.0,26.0,700.0,0.0,2013-11-01
2013,11,15,19,130.0,32.0,1200.0,0.0,2013-11-01
2013,11,15,20,134.0,28.0,1200.0,0.0,2013-11-01
2013,11,15,21,150.0,29.0,1800.0,0.0,2013-11-01
2013,11,15,22,143.0,29.0,2000.0,0.0,2013-11-01
2013,11,15,23,133.0,26.0,2100.0,0.0,2013-11-01
2013,11,16,0,116.0,26.0,1800.0,0.0,2013-11-01
2013,11,16,1,98.0,26.0,1200.0,0.0,2013-11-01
2013,11,16,2,86.0,26.0,1100.0,0.0,2013-11-01
2013,11,16,3,88.0,25.0,1400.0,0.0,2013-11-01
2013,11,16,4,88.0,22.0,1342.1052631578948,0.0,2013-11-01
2013,11,16,5,82.0,18.0,1284.2105263157896,0.0,2013-11-01
2013,11,16,6,47.0,13.0,1226.3157894736842,0.0,2013-11-01
2013,11,16,7,36.0,15.0,1168.421052631579,0.0,2013-11-01
2013,11,16,8,21.0,13.0,1110.5263157894738,0.0,2013-11-01
2013,11,16,9,8.0,15.0,1052.6315789473683,0.0,2013-11-01
2013,11,16,10,10.0,13.0,994.7368421052631,0.0,2013-11-01
2013,11,16,11,8.0,9.0,936.8421052631579,0.0,2013-11-01
2013,11,16,12,11.0,9.0,878.9473684210527,0.0,2013-11-01
2013,11,16,13,16.0,8.0,821.0526315789474,0.0,2013-11-01
2013,11,16,14,15.0,7.0,763.1578947368421,0.0,2013-11-01
2013,11,16,15,11.0,5.0,705.2631578947369,0.0,2013-11-01
2013,11,16,16,8.0,2.0,647.3684210526317,0.0,2013-11-01
2013,11,16,17,7.0,2.0,589.4736842105264,0.0,2013-11-01
2013,11,16,18,6.0,3.0,531.578947368421,0.0,2013-11-01
2013,11,16,19,12.0,5.0,473.68421052631584,0.0,2013-11-01
2013,11,16,20,13.0,5.0,415.78947368421063,0.0,2013-11-01
2013,11,16,21,14.0,6.0,357.89473684210543,0.0,2013-11-01
2013,11,16,22,18.0,8.0,300.0,0.0,2013-11-01
2013,11,16,23,23.0,7.0,300.0,0.0,2013-11-01
2013,11,17,0,24.0,7.0,400.0,0.0,2013-11-01
2013,11,17,1,13.0,7.0,400.0,0.0,2013-11-01
2013,11,17,2,15.0,7.0,400.0,0.0,2013-11-01
2013,11,17,3,20.0,10.0,500.0,0.0,2013-11-01
2013,11,17,4,21.0,8.0,200.0,0.0,2013-11-01
2013,11,17,5,23.0,11.0,300.0,0.0,2013-11-01
2013,11,17,6,22.0,10.0,700.0,0.0,2013-11-01
2013,11,17,7,26.0,14.0,1400.0,0.0,2013-11-01
2013,11,17,8,13.0,8.0,1365.0,0.0,2013-11-01
2013,11,17,9,5.0,4.0,1330.0,0.0,2013-11-01
2013,11,17,10,5.0,3.0,1295.0,0.0,2013-11-01
2013,11,17,11,11.0,4.0,1260.0,0.0,2013-11-01
2013,11,17,12,7.0,5.0,1225.0,0.0,2013-11-01
2013,11,17,13,8.0,7.0,1190.0,0.0,2013-11-01
2013,11,17,14,9.0,10.0,1155.0,0.0,2013-11-01
2013,11,17,15,11.0,8.0,1120.0,0.0,2013-11-01
2013,11,17,16,15.0,7.0,1085.0,0.0,2013-11-01
2013,11,17,17,11.0,5.0,1050.0,0.0,2013-11-01
2013,11,17,18,11.0,3.0,1015.0,0.0,2013-11-01
2013,11,17,19,5.0,2.0,980.0,0.0,2013-11-01
2013,11,17,20,5.0,3.0,945.0,0.0,2013-11-01
2013,11,17,21,3.0,3.0,910.0,0.0,2013-11-01
2013,11,17,22,4.0,3.0,875.0,0.0,2013-11-01
2013,11,17,23,4.0,3.0,840.0,0.0,2013-11-01
2013,11,18,0,5.0,4.0,805.0,0.0,2013-11-01
2013,11,18,1,7.0,9.0,770.0,0.0,2013-11-01
2013,11,18,2,11.0,9.0,735.0,0.0,2013-11-01
2013,11,18,3,15.0,9.0,700.0,0.0,2013-11-01
2013,11,18,4,11.0,7.0,400.0,0.0,2013-11-01
2013,11,18,5,7.0,9.0,500.0,0.0,2013-11-01
2013,11,18,6,12.0,8.0,1200.0,0.0,2013-11-01
2013,11,18,7,15.0,14.0,1000.0,0.0,2013-11-01
2013,11,18,8,15.0,19.0,1100.0,0.0,2013-11-01
2013,11,18,9,14.0,21.0,800.0,0.0,2013-11-01
2013,11,18,10,10.0,17.0,600.0,0.0,2013-11-01
2013,11,18,11,7.0,9.0,300.0,0.0,2013-11-01
2013,11,18,12,5.0,10.0,300.0,0.0,2013-11-01
2013,11,18,13,4.0,12.0,300.0,0.0,2013-11-01
2013,11,18,14,13.0,12.0,300.0,0.0,2013-11-01
2013,11,18,15,15.0,11.0,400.0,0.0,2013-11-01
2013,11,18,16,7.0,9.0,300.0,0.0,2013-11-01
2013,11,18,17,8.0,5.0,400.0,0.0,2013-11-01
2013,11,18,18,16.0,5.0,700.0,0.0,2013-11-01
2013,11,18,19,18.0,7.0,700.0,0.0,2013-11-01
2013,11,18,20,17.0,6.0,600.0,0.0,2013-11-01
2013,11,18,21,18.0,7.0,700.0,0.0,2013-11-01
2013,11,18,22,16.0,8.0,600.0,0.0,2013-11-01
2013,11,18,23,9.0,6.0,400.0,0.0,2013-11-01
2013,11,19,0,10.0,5.0,400.0,0.0,2013-11-01
2013,11,19,1,10.0,6.0,500.0,0.0,2013-11-01
2013,11,19,2,9.0,7.0,500.0,0.0,2013-11-01
2013,11,19,3,10.0,14.0,600.0,0.0,2013-11-01
2013,11,19,4,21.0,16.0,900.0,0.0,2013-11-01
2013,11,19,5,17.0,17.0,900.0,0.0,2013-11-01
2013,11,19,6,13.0,16.0,800.0,0.0,2013-11-01
2013,11,19,7,15.0,17.0,1200.0,0.0,2013-11-01
2013,11,19,8,34.0,23.0,2700.0,0.0,2013-11-01
2013,11,19,9,20.0,22.0,1500.0,0.0,2013-11-01
2013,11,19,10,17.0,18.0,1000.0,0.0,2013-11-01
2013,11,19,11,18.0,18.0,900.0,0.0,2013-11-01
2013,11,19,12,23.0,19.0,800.0,0.0,2013-11-01
2013,11,19,13,23.0,21.0,800.0,0.0,2013-11-01
2013,11,19,14,34.0,25.0,900.0,0.0,2013-11-01
2013,11,19,15,55.0,30.0,1100.0,0.0,2013-11-01
2013,11,19,16,56.0,39.0,1000.0,0.0,2013-11-01
2013,11,19,17,71.0,30.0,1000.0,0.0,2013-11-01
2013,11,19,18,85.0,23.0,1400.0,0.0,2013-11-01
2013,11,19,19,103.0,26.0,1700.0,0.0,2013-11-01
2013,11,19,20,117.0,35.0,2000.0,0.0,2013-11-01
2013,11,19,21,116.0,25.0,2100.0,0.0,2013-11-01
2013,11,19,22,120.0,22.0,2600.0,0.0,2013-11-01
2013,11,19,23,122.0,28.0,2400.0,0.0,2013-11-01
2013,11,20,0,89.0,32.0,2700.0,0.0,2013-11-01
2013,11,20,1,82.0,27.0,1900.0,0.0,2013-11-01
2013,11,20,2,74.0,28.0,1800.0,0.0,2013-11-01
2013,11,20,3,85.0,24.0,2200.0,0.0,2013-11-01
2013,11,20,4,86.0,20.0,2100.0,0.0,2013-11-01
2013,11,20,5,84.0,25.0,3600.0,0.0,2013-11-01
2013,11,20,6,66.0,34.0,2400.0,0.0,2013-11-01
2013,11,20,7,70.0,32.0,3400.0,0.0,2013-11-01
2013,11,20,8,82.0,37.0,4000.0,0.0,2013-11-01
2013,11,20,9,58.0,35.0,2600.0,0.0,2013-11-01
2013,11,20,10,88.0,42.0,3800.0,0.0,2013-11-01
2013,11,20,11,83.0,60.0,2800.0,0.0,2013-11-01
2013,11,20,12,48.0,39.0,1500.0,0.0,2013-11-01
2013,11,20,13,32.0,24.0,900.0,0.0,2013-11-01
2013,11,20,14,30.0,21.0,700.0,0.0,2013-11-01
2013,11,20,15,32.0,18.0,866.6666666666666,0.0,2013-11-01
2013,11,20,16,32.0,15.0,1033.3333333333333,0.0,2013-11-01
2013,11,20,17,52.0,20.0,1200.0,0.0,2013-11-01
2013,11,20,18,84.0,22.0,1600.0,0.0,2013-11-01
2013,11,20,19,97.0,30.0,2200.0,0.0,2013-11-01
2013,11,20,20,145.0,44.0,3200.0,0.0,2013-11-01
2013,11,20,21,120.0,30.0,2800.0,0.0,2013-11-01
2013,11,20,22,108.0,27.0,2900.0,0.0,2013-11-01
2013,11,20,23,93.0,27.0,2800.0,0.0,2013-11-01
2013,11,21,0,95.0,26.0,2600.0,0.0,2013-11-01
2013,11,21,1,90.0,24.0,3300.0,0.0,2013-11-01
2013,11,21,2,88.0,19.0,3500.0,0.0,2013-11-01
2013,11,21,3,60.0,23.0,2400.0,0.0,2013-11-01
2013,11,21,4,59.0,25.0,2000.0,0.0,2013-11-01
2013,11,21,5,53.0,23.0,2300.0,0.0,2013-11-01
2013,11,21,6,49.0,19.0,1300.0,0.0,2013-11-01
2013,11,21,7,46.0,24.0,1500.0,0.0,2013-11-01
2013,11,21,8,66.0,21.0,2800.0,0.0,2013-11-01
2013,11,21,9,88.0,38.0,4100.0,0.0,2013-11-01
2013,11,21,10,80.0,50.0,2900.0,0.0,2013-11-01
2013,11,21,11,80.0,48.0,2500.0,0.0,2013-11-01
2013,11,21,12,71.0,50.0,1800.0,0.0,2013-11-01
2013,11,21,13,56.0,47.0,1300.0,0.0,2013-11-01
2013,11,21,14,67.0,44.0,1600.0,0.0,2013-11-01
2013,11,21,15,80.0,35.0,1900.0,0.0,2013-11-01
2013,11,21,16,84.0,32.0,1400.0,0.0,2013-11-01
2013,11,21,17,100.0,31.0,1400.0,0.0,2013-11-01
2013,11,21,18,124.0,38.0,1900.0,0.0,2013-11-01
2013,11,21,19,153.0,44.0,2300.0,0.0,2013-11-01
2013,11,21,20,176.0,41.0,2600.0,0.0,2013-11-01
2013,11,21,21,177.0,35.0,3000.0,0.0,2013-11-01
2013,11,21,22,170.0,30.0,3300.0,0.0,2013-11-01
2013,11,21,23,173.0,28.0,3900.0,0.0,2013-11-01
2013,11,22,0,128.0,28.0,3000.0,0.0,2013-11-01
2013,11,22,1,101.0,29.0,2500.0,0.0,2013-11-01
2013,11,22,2,100.0,22.0,2800.0,0.0,2013-11-01
2013,11,22,3,74.0,18.0,2100.0,0.0,2013-11-01
2013,11,22,4,97.0,18.0,3700.0,0.0,2013-11-01
2013,11,22,5,82.0,16.0,2600.0,0.0,2013-11-01
2013,11,22,6,78.0,17.0,3200.0,0.0,2013-11-01
2013,11,22,7,78.0,20.0,4100.0,0.0,2013-11-01
2013,11,22,8,89.0,24.0,4600.0,0.0,2013-11-01
2013,11,22,9,87.0,44.0,4200.0,0.0,2013-11-01
2013,11,22,10,170.0,68.0,2800.0,0.0,2013-11-01
2013,11,22,11,89.0,68.0,2300.0,0.0,2013-11-01
2013,11,22,12,84.0,51.0,2133.3333333333335,0.0,2013-11-01
2013,11,22,13,98.0,47.0,1966.6666666666667,0.0,2013-11-01
2013,11,22,14,107.0,49.0,1800.0,0.0,2013-11-01
2013,11,22,15,119.0,52.0,1800.0,0.0,2013-11-01
2013,11,22,16,172.0,50.0,2000.0,0.0,2013-11-01
2013,11,22,17,180.0,49.0,2200.0,0.0,2013-11-01
2013,11,22,18,180.0,43.0,2400.0,0.0,2013-11-01
2013,11,22,19,198.0,51.0,2500.0,0.0,2013-11-01
2013,11,22,20,231.0,55.0,2900.0,0.0,2013-11-01
2013,11,22,21,228.0,47.0,3600.0,0.0,2013-11-01
2013,11,22,22,200.0,48.0,3500.0,0.0,2013-11-01
2013,11,22,23,191.0,42.0,3400.0,0.0,2013-11-01
2013,11,23,0,191.0,42.0,3600.0,0.0,2013-11-01
2013,11,23,1,177.0,31.0,3800.0,0.0,2013-11-01
2013,11,23,2,156.0,33.0,4900.0,0.0,2013-11-01
2013,11,23,3,180.0,37.0,5400.0,0.0,2013-11-01
2013,11,23,4,171.0,35.0,4500.0,0.0,2013-11-01
2013,11,23,5,196.0,49.0,3700.0,0.0,2013-11-01
2013,11,23,6,196.0,45.0,4500.0,0.0,2013-11-01
2013,11,23,7,159.0,28.0,3800.0,0.0,2013-11-01
2013,11,23,8,171.0,29.0,4400.0,0.0,2013-11-01
2013,11,23,9,181.0,55.0,4300.0,0.0,2013-11-01
2013,11,23,10,181.0,80.0,3800.0,0.0,2013-11-01
2013,11,23,11,177.0,81.0,3600.0,0.0,2013-11-01
2013,11,23,12,219.0,76.0,4100.0,0.0,2013-11-01
2013,11,23,13,217.0,86.0,2900.0,0.0,2013-11-01
2013,11,23,14,203.0,106.0,2800.0,0.0,2013-11-01
2013,11,23,15,271.0,124.0,3400.0,0.0,2013-11-01
2013,11,23,16,282.0,113.0,3500.0,0.0,2013-11-01
2013,11,23,17,301.0,103.0,3900.0,0.0,2013-11-01
2013,11,23,18,320.0,106.0,4300.0,0.0,2013-11-01
2013,11,23,19,328.0,103.0,4700.0,0.0,2013-11-01
2013,11,23,20,335.0,94.0,5100.0,0.0,2013-11-01
2013,11,23,21,330.0,89.0,5600.0,0.0,2013-11-01
2013,11,23,22,339.0,89.0,5700.0,0.0,2013-11-01
2013,11,23,23,276.0,65.0,4600.0,0.0,2013-11-01
2013,11,24,0,154.0,48.0,3400.0,0.0,2013-11-01
2013,11,24,1,116.0,39.0,2800.0,0.0,2013-11-01
2013,11,24,2,69.0,35.0,1700.0,0.0,2013-11-01
2013,11,24,3,33.0,37.0,1100.0,0.0,2013-11-01
2013,11,24,4,52.0,36.0,600.0,0.0,2013-11-01
2013,11,24,5,41.0,34.0,600.0,0.0,2013-11-01
2013,11,24,6,39.0,37.0,600.0,0.0,2013-11-01
2013,11,24,7,40.0,30.0,600.0,0.0,2013-11-01
2013,11,24,8,32.0,27.0,500.0,0.0,2013-11-01
2013,11,24,9,35.0,28.0,600.0,0.0,2013-11-01
2013,11,24,10,39.0,37.0,700.0,0.0,2013-11-01
2013,11,24,11,41.0,34.0,700.0,0.0,2013-11-01
2013,11,24,12,46.0,29.0,600.0,0.0,2013-11-01
2013,11,24,13,48.0,27.0,600.0,0.0,2013-11-01
2013,11,24,14,59.0,21.0,600.0,0.0,2013-11-01
2013,11,24,15,68.0,15.0,600.0,0.0,2013-11-01
2013,11,24,16,51.0,7.0,400.0,0.0,2013-11-01
2013,11,24,17,51.0,8.0,400.0,0.0,2013-11-01
2013,11,24,18,58.0,13.0,500.0,0.0,2013-11-01
2013,11,24,19,49.0,9.0,500.0,0.0,2013-11-01
2013,11,24,20,34.0,6.0,400.0,0.0,2013-11-01
2013,11,24,21,30.0,9.0,300.0,0.0,2013-11-01
2013,11,24,22,18.0,5.0,300.0,0.0,2013-11-01
2013,11,24,23,14.0,7.0,300.0,0.0,2013-11-01
2013,11,25,0,16.0,9.0,300.0,0.0,2013-11-01
2013,11,25,1,15.0,9.0,300.0,0.0,2013-11-01
2013,11,25,2,10.0,9.0,300.0,0.0,2013-11-01
2013,11,25,3,11.0,9.0,400.0,0.0,2013-11-01
2013,11,25,4,9.0,7.0,300.0,0.0,2013-11-01
2013,11,25,5,7.0,5.0,300.0,0.0,2013-11-01
2013,11,25,6,10.0,7.0,300.0,0.0,2013-11-01
2013,11,25,7,9.0,9.0,400.0,0.0,2013-11-01
2013,11,25,8,5.0,11.0,500.0,0.0,2013-11-01
2013,11,25,9,7.0,6.0,400.0,0.0,2013-11-01
2013,11,25,10,6.0,4.0,300.0,0.0,2013-11-01
2013,11,25,11,8.0,3.0,400.0,0.0,2013-11-01
2013,11,25,12,3.0,7.0,400.0,0.0,2013-11-01
2013,11,25,13,3.0,3.0,400.0,0.0,2013-11-01
2013,11,25,14,3.0,5.0,400.0,0.0,2013-11-01
2013,11,25,15,10.0,3.0,400.0,0.0,2013-11-01
2013,11,25,16,9.0,6.0,400.0,0.0,2013-11-01
2013,11,25,17,15.0,8.0,600.0,0.0,2013-11-01
2013,11,25,18,16.0,6.0,700.0,0.0,2013-11-01
2013,11,25,19,24.0,11.0,1100.0,0.0,2013-11-01
2013,11,25,20,43.0,10.0,1100.0,0.0,2013-11-01
2013,11,25,21,49.0,15.0,1500.0,0.0,2013-11-01
2013,11,25,22,42.0,15.0,1500.0,0.0,2013-11-01
2013,11,25,23,45.0,18.0,1800.0,0.0,2013-11-01
2013,11,26,0,40.0,15.0,1500.0,0.0,2013-11-01
2013,11,26,1,32.0,17.0,1200.0,0.0,2013-11-01
2013,11,26,2,29.0,20.0,1400.0,0.0,2013-11-01
2013,11,26,3,21.0,18.0,1200.0,0.0,2013-11-01
2013,11,26,4,21.0,15.0,1000.0,0.0,2013-11-01
2013,11,26,5,17.0,16.0,1500.0,0.0,2013-11-01
2013,11,26,6,17.0,16.0,900.0,0.0,2013-11-01
2013,11,26,7,12.0,13.0,1000.0,0.0,2013-11-01
2013,11,26,8,12.0,13.0,1700.0,0.0,2013-11-01
2013,11,26,9,13.5,28.0,2400.0,0.0,2013-11-01
2013,11,26,10,15.0,20.0,2000.0,0.0,2013-11-01
2013,11,26,11,18.0,17.0,1900.0,0.0,2013-11-01
2013,11,26,12,16.0,13.0,1500.0,0.0,2013-11-01
2013,11,26,13,7.0,14.0,1400.0,0.0,2013-11-01
2013,11,26,14,10.0,15.0,1400.0,0.0,2013-11-01
2013,11,26,15,10.0,14.0,1400.0,0.0,2013-11-01
2013,11,26,16,6.0,11.0,1400.0,0.0,2013-11-01
2013,11,26,17,12.0,12.0,1500.0,0.0,2013-11-01
2013,11,26,18,9.0,12.0,1500.0,0.0,2013-11-01
2013,11,26,19,11.0,10.0,1400.0,0.0,2013-11-01
2013,11,26,20,8.0,7.0,1400.0,0.0,2013-11-01
2013,11,26,21,10.0,6.0,1400.0,0.0,2013-11-01
2013,11,26,22,12.0,7.0,1400.0,0.0,2013-11-01
2013,11,26,23,13.0,7.0,1400.0,0.0,2013-11-01
2013,11,27,0,27.0,10.0,1400.0,0.0,2013-11-01
2013,11,27,1,12.0,10.0,1300.0,0.0,2013-11-01
2013,11,27,2,6.0,8.0,1300.0,0.0,2013-11-01
2013,11,27,3,4.0,11.0,200.0,0.0,2013-11-01
2013,11,27,4,8.0,4.0,200.0,0.0,2013-11-01
2013,11,27,5,8.0,5.0,200.0,0.0,2013-11-01
2013,11,27,6,4.0,2.0,200.0,0.0,2013-11-01
2013,11,27,7,20.0,2.0,300.0,0.0,2013-11-01
2013,11,27,8,9.0,4.0,300.0,0.0,2013-11-01
2013,11,27,9,7.0,4.0,300.0,0.0,2013-11-01
2013,11,27,10,5.0,4.0,300.0,0.0,2013-11-01
2013,11,27,11,14.0,8.0,300.0,0.0,2013-11-01
2013,11,27,12,13.0,15.0,400.0,0.0,2013-11-01
2013,11,27,13,14.0,12.0,400.0,0.0,2013-11-01
2013,11,27,14,10.0,11.0,400.0,0.0,2013-11-01
2013,11,27,15,13.0,5.0,400.0,0.0,2013-11-01
2013,11,27,16,5.0,5.0,400.0,0.0,2013-11-01
2013,11,27,17,14.0,4.0,300.0,0.0,2013-11-01
2013,11,27,18,9.0,4.0,400.0,0.0,2013-11-01
2013,11,27,19,15.0,5.0,400.0,0.0,2013-11-01
2013,11,27,20,11.0,8.0,400.0,0.0,2013-11-01
2013,11,27,21,4.0,8.0,400.0,0.0,2013-11-01
2013,11,27,22,12.0,10.0,400.0,0.0,2013-11-01
2013,11,27,23,6.0,10.0,400.0,0.0,2013-11-01
2013,11,28,0,8.0,7.0,300.0,0.0,2013-11-01
2013,11,28,1,7.0,5.0,300.0,0.0,2013-11-01
2013,11,28,2,3.0,4.0,300.0,0.0,2013-11-01
2013,11,28,3,6.0,5.0,400.0,0.0,2013-11-01
2013,11,28,4,4.0,6.0,400.0,0.0,2013-11-01
2013,11,28,5,4.0,6.0,400.0,0.0,2013-11-01
2013,11,28,6,4.0,11.0,400.0,0.0,2013-11-01
2013,11,28,7,5.0,10.0,500.0,0.0,2013-11-01
2013,11,28,8,7.0,4.0,600.0,0.0,2013-11-01
2013,11,28,9,13.0,12.0,600.0,0.0,2013-11-01
2013,11,28,10,11.0,6.0,600.0,0.0,2013-11-01
2013,11,28,11,8.0,7.0,500.0,0.0,2013-11-01
